id,title,description,link,image_link,availability,price_czk,google_product_category,brand,product_type,rank,Doporučený věk,Doporučené použití,Doporučený povrch,Balení míčků,Typ míče,item_group_id,link_master,image_link_master
8576,Tenisové míče Head  Tour (4 Pack),"Tenisové míče head  tour (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-tour-4-pack/d8576,https://www.sportega.cz/tenisove-mice-head-tour-4-pack-8576.jpg,in stock,179 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,193822,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,8576,https://www.sportega.cz/tenisove-mice-head-tour-4-pack/d8576,https://www.sportega.cz/tenisove-mice-head-tour-4-pack-8576.jpg
65053,Tenisové míče Wilson  Tour Premier All Court (4 Pack),"Tenisové míče wilson  tour premier all court (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-wilson-tour-premier-all-court-4-pack/d65053,https://www.sportega.cz/tenisove-mice-wilson-tour-premier-all-court-4-pack-65053.jpg,in_stock,179 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Wilson,Sportega > Tenis > Míčky,44924,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,65053,https://www.sportega.cz/tenisove-mice-wilson-tour-premier-all-court-4-pack/d65053,https://www.sportega.cz/tenisove-mice-wilson-tour-premier-all-court-4-pack-65053.jpg
8065,Dětské tenisové míče Tecnifibre  Mini (3 Pack),"Dětské tenisové míče tecnifibre  mini (3 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tlakované tenisové míče s větší pružností",https://www.sportega.cz/detske-tenisove-mice-tecnifibre-mini-3-pack/d8065,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-mini-3-pack-8065.jpg,in stock,139 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tecnifibre,Sportega > Tenis > Míčky > Míče pro děti,1209,8-9 let,"tréninkové nasazení,volný čas,školní aktivity",všechny povrchy,dóza po 3 ks,Tlakovaný,8065,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-mini-3-pack/d8065,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-mini-3-pack-8065.jpg
161037,Dětské tenisové míče Tretorn  Academy Green (36 Pack),"Dětské tenisové míče tretorn  academy green (36 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tenisáky s dlouhou životností na rekreační tenis",https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-36-pack/d161037,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-36-pack-161037.jpg,in_stock,1699 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky > Míče pro děti,4338,9-10 let,"tréninkové nasazení,volný čas,školní aktivity",všechny povrchy,36 ks,Netlakovaný,161037,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-36-pack/d161037,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-36-pack-161037.jpg
9621,Tenisové míče Head  Team (4 Pack),"Tenisové míče head  team (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-team-4-pack/d9621,https://www.sportega.cz/tenisove-mice-head-team-4-pack-9621.jpg,in stock,125 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,109896,,"tréninkové nasazení,volný čas",všechny povrchy,dóza po 4 ks,Tlakovaný,9621,https://www.sportega.cz/tenisove-mice-head-team-4-pack/d9621,https://www.sportega.cz/tenisove-mice-head-team-4-pack-9621.jpg
22801,Dětské tenisové míče Babolat  Red Foam (3 Pack),"Dětské tenisové míče babolat  red foam (3 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Kvalitní tenisové míče na trénink",https://www.sportega.cz/detske-tenisove-mice-babolat-red-foam-3-pack/d22801,https://www.sportega.cz/detske-tenisove-mice-babolat-red-foam-3-pack-22801.jpg,in stock,239 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky > Míče pro děti,2951,8-9 let,"tréninkové nasazení,volný čas,školní aktivity","extra tvrdé povrchy (škvára, beton, asfalt)",dóza po 3 ks,Pěnový,22801,https://www.sportega.cz/detske-tenisove-mice-babolat-red-foam-3-pack/d22801,https://www.sportega.cz/detske-tenisove-mice-babolat-red-foam-3-pack-22801.jpg
19330,Tenisové míče Wilson  US Open (4 Pack),"Tenisové míče wilson  us open (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-wilson-us-open-4-pack/d19330,https://www.sportega.cz/tenisove-mice-wilson-us-open-4-pack-19330.jpg,in stock,169 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Wilson,Sportega > Tenis > Míčky,107663,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,19330,https://www.sportega.cz/tenisove-mice-wilson-us-open-4-pack/d19330,https://www.sportega.cz/tenisove-mice-wilson-us-open-4-pack-19330.jpg
66981,Tenisové míče Dunlop  Australian Open (4 Pack),"Tenisové míče dunlop  australian open (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-dunlop-australian-open-4-pack/d66981,https://www.sportega.cz/tenisove-mice-dunlop-australian-open-4-pack-66981.jpg,in stock,185 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Dunlop,Sportega > Tenis > Míčky,24591,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,66981,https://www.sportega.cz/tenisove-mice-dunlop-australian-open-4-pack/d66981,https://www.sportega.cz/tenisove-mice-dunlop-australian-open-4-pack-66981.jpg
175080,Tenisové míče Babolat  Gold All Court (4 Pack),"Tenisové míče babolat  gold all court (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-babolat-gold-all-court-4-pack/d175080,https://www.sportega.cz/tenisove-mice-babolat-gold-all-court-4-pack-175080.jpg,in stock,199 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky,2223,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,175080,https://www.sportega.cz/tenisove-mice-babolat-gold-all-court-4-pack/d175080,https://www.sportega.cz/tenisove-mice-babolat-gold-all-court-4-pack-175080.jpg
18244,Dětské tenisové míče Tecnifibre  My New Ball (3 Pack),"Dětské tenisové míče tecnifibre  my new ball (3 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tenisáky s dlouhou životností na rekreační tenis",https://www.sportega.cz/detske-tenisove-mice-tecnifibre-my-new-ball-3-pack/d18244,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-my-new-ball-3-pack-18244.jpg,in stock,159 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tecnifibre,Sportega > Tenis > Míčky > Míče pro děti,182,5-8 let,"tréninkové nasazení,začínající hráči",všechny povrchy,3 ks v balení,Netlakovaný,18244,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-my-new-ball-3-pack/d18244,https://www.sportega.cz/detske-tenisove-mice-tecnifibre-my-new-ball-3-pack-18244.jpg
1417506,Koš na tenisové míče Head  Ball Cart,"Nový vozík na míče na hlavu je ideální pro přepravu míčků, raket, tašek a všeho dalšího, co trenér na kurtech potřebuje. Kapacita 320 míčů.",https://www.sportega.cz/kos-na-tenisove-mice-head-ball-cart/d1417506,https://www.sportega.cz/kos-na-tenisove-mice-head-ball-cart-1417506.jpg,in stock,4399 CZK,Sportovní potřeby > Atletické sporty > Tenis > Sběrače a koše na tenisové míčky,Head,Sportega > Tenis > Míčky > Sběrné koše na tenisové míče,4948,,,,,,1417506,https://www.sportega.cz/kos-na-tenisove-mice-head-ball-cart/d1417506,https://www.sportega.cz/kos-na-tenisove-mice-head-ball-cart-1417506.jpg
9619,Tenisové míče Head  Championship (4 Pack),"Tenisové míče head  championship (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-championship-4-pack/d9619,https://www.sportega.cz/tenisove-mice-head-championship-4-pack-9619.jpg,in stock,145 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,49844,,"tréninkové nasazení,volný čas",všechny povrchy,dóza po 4 ks,Tlakovaný,9619,https://www.sportega.cz/tenisove-mice-head-championship-4-pack/d9619,https://www.sportega.cz/tenisove-mice-head-championship-4-pack-9619.jpg
9620,Tenisové míče Head  Championship (3 Pack),"Tenisové míče head  championship (3 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-championship-3-pack/d9620,https://www.sportega.cz/tenisove-mice-head-championship-3-pack-9620.jpg,in stock,119 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,7621,,"tréninkové nasazení,volný čas",všechny povrchy,dóza po 3 ks,Tlakovaný,9620,https://www.sportega.cz/tenisove-mice-head-championship-3-pack/d9620,https://www.sportega.cz/tenisove-mice-head-championship-3-pack-9620.jpg
21857,Dětské tenisové míče Wilson  Starter Red (3 Pack),"Dětské tenisové míče wilson  starter red (3 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tlakované tenisové míče s větší pružností",https://www.sportega.cz/detske-tenisove-mice-wilson-starter-red-3-pack/d21857,https://www.sportega.cz/detske-tenisove-mice-wilson-starter-red-3-pack-21857.jpg,in_stock,149 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Wilson,Sportega > Tenis > Míčky > Míče pro děti,1754,5-8 let,"tréninkové nasazení,volný čas,školní aktivity",všechny povrchy,dóza po 3 ks,Tlakovaný,21857,https://www.sportega.cz/detske-tenisove-mice-wilson-starter-red-3-pack/d21857,https://www.sportega.cz/detske-tenisove-mice-wilson-starter-red-3-pack-21857.jpg
6727,Tenisové míče Head  Pro 4 Pack,"Tenisové míče head  pro 4 pack  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-pro-4-pack/d6727,https://www.sportega.cz/tenisove-mice-head-pro-4-pack-6727.jpg,in stock,149 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,96316,,zápasové a turnajové nasazení,všechny povrchy,dóza po 4 ks,Tlakovaný,6727,https://www.sportega.cz/tenisove-mice-head-pro-4-pack/d6727,https://www.sportega.cz/tenisove-mice-head-pro-4-pack-6727.jpg
112259,Tenisové míče Wilson  Triniti Pro (4 Pack),Výhra pro tenis i životní prostředí,https://www.sportega.cz/tenisove-mice-wilson-triniti-pro-4-pack/d112259,https://www.sportega.cz/tenisove-mice-wilson-triniti-pro-4-pack-112259.jpg,in stock,329 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Wilson,Sportega > Tenis > Míčky,3791,,zápasové a turnajové nasazení,všechny povrchy,dóza po 4 ks,Netlakovaný,112259,https://www.sportega.cz/tenisove-mice-wilson-triniti-pro-4-pack/d112259,https://www.sportega.cz/tenisove-mice-wilson-triniti-pro-4-pack-112259.jpg
161038,Tenisové míče Tretorn  Coach (72 Pack),Tenisové míče tretorn coach (72 ks) jsou vhodné do klubů pro trenéry na trénink svých svěřenců. Jejich hlavní výhodá je perfektní trvanlivost. V balení je 72 míčů.,https://www.sportega.cz/tenisove-mice-tretorn-coach-72-pack/d161038,https://www.sportega.cz/tenisove-mice-tretorn-coach-72-pack-161038.jpg,in stock,2799 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky,8057,,trénink,všechny povrchy,72 ks,Netlakovaný,161038,https://www.sportega.cz/tenisove-mice-tretorn-coach-72-pack/d161038,https://www.sportega.cz/tenisove-mice-tretorn-coach-72-pack-161038.jpg
1446793,Tenisové míče Tretorn  Serie+ Club (4 Pack),"Tenisové míče tretorn  serie+ club (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-tretorn-serie-club-4-pack/d1446793,https://www.sportega.cz/tenisove-mice-tretorn-serie-club-4-pack-1446793.jpg,in stock,189 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky,2793,,"trénink,závodní a turnajové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,1446793,https://www.sportega.cz/tenisove-mice-tretorn-serie-club-4-pack/d1446793,https://www.sportega.cz/tenisove-mice-tretorn-serie-club-4-pack-1446793.jpg
13615,Tenisové míče Tretorn  Serie+ Court (4 Pack),"Tenisové míče tretorn  serie+ court (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-tretorn-serie-court-4-pack/d13615,https://www.sportega.cz/tenisove-mice-tretorn-serie-court-4-pack-13615.jpg,in stock,169 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky,2975,,"trénink,klubové a amatérské nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,13615,https://www.sportega.cz/tenisove-mice-tretorn-serie-court-4-pack/d13615,https://www.sportega.cz/tenisove-mice-tretorn-serie-court-4-pack-13615.jpg
13628,Dětské tenisové míče Tretorn  Academy Green (3 Pack),"Dětské tenisové míče tretorn  academy green (3 pack)  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tenisáky s dlouhou životností na rekreační tenis",https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-3-pack/d13628,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-3-pack-13628.jpg,in stock,159 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky > Míče pro děti,1908,9-10 let,"tréninkové nasazení,začínající hráči",všechny povrchy,dóza po 3 ks,Netlakovaný,13628,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-3-pack/d13628,https://www.sportega.cz/detske-tenisove-mice-tretorn-academy-green-3-pack-13628.jpg
3553,Tenisové míče Tretorn  Micro X (4 Pack),"Tenisové míče tretorn  micro x (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-tretorn-micro-x-4-pack/d3553,https://www.sportega.cz/tenisove-mice-tretorn-micro-x-4-pack-3553.jpg,in stock,279 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tretorn,Sportega > Tenis > Míčky,11809,,"zápasové a turnajové nasazení,tréninkové nasazení,volný čas",všechny povrchy,dóza po 4 ks,Netlakovaný,3553,https://www.sportega.cz/tenisove-mice-tretorn-micro-x-4-pack/d3553,https://www.sportega.cz/tenisove-mice-tretorn-micro-x-4-pack-3553.jpg
82666,Tenisový míč Head  Giant Inflatable Ball,"Tenisové míče head  giant inflatable ball  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisovy-mic-head-giant-inflatable-ball/d82666,https://www.sportega.cz/tenisovy-mic-head-giant-inflatable-ball-82666.jpg,in stock,449 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky > Velké tenisové míče,3504,,,,,,82666,https://www.sportega.cz/tenisovy-mic-head-giant-inflatable-ball/d82666,https://www.sportega.cz/tenisovy-mic-head-giant-inflatable-ball-82666.jpg
21143,Tenisový míč Head  Medium Tennis Promo Ball,"Tenisové míče head  medium tennis promo ball  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisovy-mic-head-medium-tennis-promo-ball/d21143,https://www.sportega.cz/tenisovy-mic-head-medium-tennis-promo-ball-21143.jpg,in stock,259 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky > Velké tenisové míče,1935,,,,,,21143,https://www.sportega.cz/tenisovy-mic-head-medium-tennis-promo-ball/d21143,https://www.sportega.cz/tenisovy-mic-head-medium-tennis-promo-ball-21143.jpg
183041,Tenisové míče Tecnifibre  X-One (4 ks),"Balení 4 kusů populárních tlakovaných tenisových míčů tecnifibre x-one  s perfektním výkonem. Hlavní předností míče jsou výborné herní vlastnosti a dlouhá trvanlivost. K jejich výrobě se používají jen ty nejlepší přírodní materiály, které zaručují dlouhou životnost, rychlost a odolnost. Vhodné jsou na všechny typy povrchů. Hodí se jak k turnajové hře, tak na trénování i rekreační hru.",https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-4-ks/d183041,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-4-ks-183041.jpg,in stock,249 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tecnifibre,Sportega > Tenis > Míčky,6041,,"tréninkové nasazení,zápasové a turnajové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,183041,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-4-ks/d183041,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-4-ks-183041.jpg
34211,Tenisové míče Tecnifibre  X-One Bipack (2x4 Pack),"Tenisové míče tecnifibre  x-one bipack (2x4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-bipack-2x4-pack/d34211,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-bipack-2x4-pack-34211.jpg,in stock,369 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tecnifibre,Sportega > Tenis > Míčky,726990,,"zápasové a turnajové nasazení,tréninkové nasazení",všechny povrchy,2x4 ks,Tlakovaný,34211,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-bipack-2x4-pack/d34211,https://www.sportega.cz/tenisove-mice-tecnifibre-x-one-bipack-2x4-pack-34211.jpg
76770,Tenisové míče Wilson  Roland Garros Clay (4 Pack),"Tenisové míče wilson  roland garros clay (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-wilson-roland-garros-clay-4-pack/d76770,https://www.sportega.cz/tenisove-mice-wilson-roland-garros-clay-4-pack-76770.jpg,in stock,199 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Wilson,Sportega > Tenis > Míčky,46455,,zápasové a turnajové nasazení,všechny povrchy,dóza po 4 ks,Tlakovaný,76770,https://www.sportega.cz/tenisove-mice-wilson-roland-garros-clay-4-pack/d76770,https://www.sportega.cz/tenisove-mice-wilson-roland-garros-clay-4-pack-76770.jpg
78147,Tenisové míče Babolat  Gold Championship (4 Pack),"Tenisové míče babolat  gold championship (4 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-babolat-gold-championship-4-pack/d78147,https://www.sportega.cz/tenisove-mice-babolat-gold-championship-4-pack-78147.jpg,in stock,169 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky,8079,,tréninkové nasazení,všechny povrchy,dóza po 4 ks,Tlakovaný,78147,https://www.sportega.cz/tenisove-mice-babolat-gold-championship-4-pack/d78147,https://www.sportega.cz/tenisove-mice-babolat-gold-championship-4-pack-78147.jpg
56057,Tenisové míče Head  Trainer (72B),"Tenisové míče head  trainer (72b)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-head-trainer-72b/d56057,https://www.sportega.cz/tenisove-mice-head-trainer-72b-56057.jpg,in stock,2599 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Head,Sportega > Tenis > Míčky,35766,,"tréninkové nasazení,volný čas,školní aktivity",všechny povrchy,72 ks,Netlakovaný,56057,https://www.sportega.cz/tenisove-mice-head-trainer-72b/d56057,https://www.sportega.cz/tenisove-mice-head-trainer-72b-56057.jpg
183411,Tenisové míče Yonex  Tour (4 Pack),Tenisové míče yonex tour jsou tlakované míče pro turnajové i tréninkové použití se slušnou trvanlivostí. V balení 4 kusy.,https://www.sportega.cz/tenisove-mice-yonex-tour-4-pack/d183411,https://www.sportega.cz/tenisove-mice-yonex-tour-4-pack-183411.jpg,in stock,229 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Yonex,Sportega > Tenis > Míčky,3818,,"tréninkové nasazení,zápasové a turnajové nasazení",všechny povrchy,dóza po 4 ks,Tlakovaný,183411,https://www.sportega.cz/tenisove-mice-yonex-tour-4-pack/d183411,https://www.sportega.cz/tenisove-mice-yonex-tour-4-pack-183411.jpg
160985,Tenisové míče Babolat  Gold Academy X 72 Bag,"Tenisové míče babolat gold academy x 72 jsou beztlakové míče, které kombinují rychlost a životnost. Jsou vhodné pro tréninky mírně až středně pokročilých hráčů.",https://www.sportega.cz/tenisove-mice-babolat-gold-academy-x-72-bag/d160985,https://www.sportega.cz/tenisove-mice-babolat-gold-academy-x-72-bag-160985.jpg,in stock,2999 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky,10611,,"Tenis,začínající hráči",všechny povrchy,72 ks,Netlakovaný,160985,https://www.sportega.cz/tenisove-mice-babolat-gold-academy-x-72-bag/d160985,https://www.sportega.cz/tenisove-mice-babolat-gold-academy-x-72-bag-160985.jpg
1481626,Tenisové míče Tecnifibre  XLD (72 Pack),"Tenisové míče tecnifibre  xld (72 pack)  jsou tenisové míčky pro pestrou hru. Pamatuj, že míčky postupem času ztrácí své vlastnosti a je potřeba je pravidelně měnit, proto neuděláš chybu, pokud si koupíš dvě tři dózy do zásoby.",https://www.sportega.cz/tenisove-mice-tecnifibre-xld-72-pack/d1481626,https://www.sportega.cz/tenisove-mice-tecnifibre-xld-72-pack-1481626.jpg,in stock,3399 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Tecnifibre,Sportega > Tenis > Míčky,8231,,tréninkové nasazení,všechny povrchy,72 ks,Netlakovaný,1481626,https://www.sportega.cz/tenisove-mice-tecnifibre-xld-72-pack/d1481626,https://www.sportega.cz/tenisove-mice-tecnifibre-xld-72-pack-1481626.jpg
29281,Dětské tenisové míče Babolat  Green Bag X72,"Dětské tenisové míče babolat  green bag x72  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tlakované tenisové míče s větší pružností",https://www.sportega.cz/detske-tenisove-mice-babolat-green-bag-x72/d29281,https://www.sportega.cz/detske-tenisove-mice-babolat-green-bag-x72-29281.jpg,in stock,2649 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky > Míče pro děti,9776,9-10 let,"tréninkové nasazení,volný čas,školní aktivity",všechny povrchy,72 ks,Tlakovaný,29281,https://www.sportega.cz/detske-tenisove-mice-babolat-green-bag-x72/d29281,https://www.sportega.cz/detske-tenisove-mice-babolat-green-bag-x72-29281.jpg
9998,Dětské tenisové míče Babolat  Orange X36,"Dětské tenisové míče babolat  orange x36  jsou tenisáky pro děti. Tenisové míče pro děti jsou větší a lehčí, aby nejmenším tenistům usnadnily nácvik techniky a fyzicky nezatěžovaly ruce. Perfektně se hodí pro tenisové trenéry a kluby právě na trénink dětí. Tenisáky s dlouhou životností na rekreační tenis",https://www.sportega.cz/detske-tenisove-mice-babolat-orange-x36/d9998,https://www.sportega.cz/detske-tenisove-mice-babolat-orange-x36-9998.jpg,in stock,1599 CZK,Sportovní potřeby > Atletické sporty > Tenis > Tenisové míčky,Babolat,Sportega > Tenis > Míčky > Míče pro děti,7355,8-9 let,školní aktivity,všechny povrchy,36 ks,Netlakovaný,9998,https://www.sportega.cz/detske-tenisove-mice-babolat-orange-x36/d9998,https://www.sportega.cz/detske-tenisove-mice-babolat-orange-x36-9998.jpg
